Team,Player,Role,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Damage dealt to turrets,Total heal,Damage self mitigated,Time ccing others,Total damage taken,Win
LSB,Prince,ADC,2,4,11,3.3,337,21,0,7.7,16150,367,0.201,46,22,17,8,1.04,0.5,0.18,0.39,0.125,23735,20929,2806,0,539,0.215,0.3,0.765,,0,0,0,0,-191,7,-92,0,4626,7592,18321,7,29908,0
LSB,Effort,SUPPORT,1,3,9,3.3,43,0,0,1,9448,215,0.118,120,91,14,29,2.73,2.07,0.66,0.32,0.326,7843,547,6141,1155,178,0.071,0.23,0.588,,0,0,0,0,-133,20,152,0,0,15519,38288,44,29778,0
LSB,Summit,TOP,1,2,8,4.5,252,6,0,7.9,11397,356,0.206,40,8,17,5,1.25,0.25,0.16,0.53,0.144,13625,1558,12067,0,425,0.224,0.28,0.692,,0,0,0,0,-216,-2,-549,-1,1389,12108,29886,37,24717,0
LSB,OnFleek,JUNGLE,4,3,4,2.7,209,111,5,6.5,11573,361,0.209,62,13,24,8,1.93,0.41,0.25,0.75,0.223,7501,5371,1691,439,234,0.123,0.25,0.615,,1,0,0,0,618,0,-119,0,3686,16144,18191,6,28071,0
LSB,FATE,MID,1,3,12,4.3,233,8,0,7.3,10621,331,0.192,35,10,6,7,1.09,0.31,0.22,0.19,0.126,13074,1548,11526,0,408,0.215,0.41,1,,0,0,0,0,-418,-21,-508,0,574,6094,8723,23,11261,0
LSB,Prince,ADC,6,4,6,3,289,12,0,9,14631,457,0.264,67,14,25,5,2.09,0.44,0.16,0.78,0.241,21935,16327,3673,1935,684,0.361,0.37,0.923,,1,0,0,0,287,-7,34,0,2513,6496,9413,0,15826,0
LSB,Effort,SUPPORT,1,6,8,1.5,29,0,0,0.9,7132,223,0.129,74,50,4,19,2.31,1.56,0.59,0.12,0.266,4687,921,3766,0,146,0.077,0.28,0.692,,0,0,0,0,-266,1,-173,0,179,1209,27749,39,19570,0
DWG KIA,Khan,TOP,1,2,9,5,253,35,5,7.9,11567,361,0.189,25,10,4,9,0.78,0.31,0.28,0.12,0.106,17592,17592,0,0,549,0.245,0.31,0.556,,0,0,0,0,216,2,549,1,1880,10739,26063,31,28963,1
DWG KIA,Canyon,JUNGLE,2,3,14,5.3,172,98,4,5.4,10663,333,0.174,53,15,15,13,1.65,0.47,0.41,0.47,0.226,9230,3076,5250,904,288,0.128,0.5,0.889,,0,0,0,0,-618,0,119,0,1296,12211,35323,31,29879,1
DWG KIA,ShowMaker,MID,5,2,9,7,332,32,8,10.4,14889,465,0.243,47,22,4,14,1.47,0.69,0.44,0.12,0.2,20008,522,19311,175,624,0.279,0.44,0.778,,1,0,0,0,418,21,508,0,4807,1521,8916,17,11264,1
DWG KIA,Ghost,ADC,8,2,7,7.5,310,11,5,9.7,15504,484,0.253,59,31,13,6,1.84,0.97,0.19,0.41,0.251,17452,14007,1413,2032,545,0.243,0.47,0.833,,0,0,0,1,-287,7,-34,0,13596,6559,7368,7,13716,1
DWG KIA,BeryL,SUPPORT,2,4,15,4.3,32,0,0,1,8693,271,0.142,51,45,6,11,1.59,1.4,0.34,0.19,0.217,7556,871,5635,1050,236,0.105,0.53,0.944,,0,0,0,0,266,-1,173,0,605,2536,27590,34,16222,1
GEN,Rascal,TOP,2,0,8,12,326,9,16,10.4,15435,494,0.237,29,9,6,4,0.93,0.29,0.13,0.19,0.107,11836,7706,4010,120,379,0.246,0.32,0.667,2,0,0,0,0,2251,28,1788,2,8735,7347,18170,9,20372,1
GEN,Clid,JUNGLE,0,1,9,9,210,108,13,6.7,11464,367,0.176,67,13,25,14,2.15,0.42,0.45,0.8,0.248,3707,1654,1497,556,119,0.077,0.29,0.6,,0,0,0,0,600,-7,-155,0,1164,13169,30288,10,24529,1
GEN,Bdd,MID,5,1,4,9,323,17,15,10.3,14870,476,0.228,35,14,10,9,1.12,0.45,0.29,0.32,0.13,16835,1111,15675,49,539,0.35,0.29,0.6,,0,0,0,0,1243,14,1144,1,3409,1567,4377,26,9678,1
GEN,Ruler,ADC,8,1,1,9,368,25,8,11.8,16157,517,0.248,69,34,19,5,2.21,1.09,0.16,0.61,0.256,12842,8829,2182,1831,411,0.267,0.29,0.6,,0,0,0,1,330,10,596,0,5277,4131,7455,2,9930,1
GEN,Life,SUPPORT,0,2,9,4.5,27,0,0,0.9,7292,233,0.112,70,52,9,20,2.24,1.66,0.64,0.29,0.259,2911,193,2358,360,93,0.06,0.29,0.6,,0,0,0,0,-331,11,-948,-1,327,7995,8665,14,14241,1
BRO,Hoya,TOP,0,5,0,0,215,4,0,6.9,9481,304,0.186,28,13,3,8,0.9,0.42,0.26,0.1,0.128,6423,4979,1444,0,206,0.145,0,0,,0,0,0,0,-2251,-28,-1788,-2,0,1727,12212,9,14510,0
BRO,UmTi,JUNGLE,2,3,1,1,182,103,4,5.8,9926,318,0.195,39,9,15,8,1.25,0.29,0.26,0.48,0.178,7207,4824,0,2383,231,0.163,0.1,0.6,,0,0,0,0,-600,7,155,0,0,13469,22274,7,29053,0
BRO,Lava,MID,2,4,2,1,283,12,0,9.1,11531,369,0.226,28,16,2,5,0.9,0.51,0.16,0.06,0.128,19129,667,18462,0,612,0.432,0.13,0.8,,1,0,0,0,-1243,-14,-1144,-1,1249,1387,12055,21,15976,0
BRO,Hena,ADC,0,1,4,4,378,32,0,12.1,13650,437,0.268,47,26,18,4,1.5,0.83,0.13,0.58,0.215,7253,5691,675,887,232,0.164,0.13,0.8,,0,0,0,0,-330,-10,-596,0,2112,2991,7400,2,7051,0
BRO,Delight,SUPPORT,1,2,2,1.5,23,0,0,0.7,6402,205,0.126,77,50,19,13,2.47,1.6,0.42,0.61,0.352,4295,273,3670,352,138,0.097,0.1,0.6,,0,0,0,0,331,-11,948,1,400,1223,7024,3,5804,0
BRO,Hoya,TOP,0,2,9,4.5,222,0,0,7.5,9461,320,0.173,32,12,7,8,1.08,0.41,0.27,0.24,0.122,7635,4580,3055,0,258,0.163,0.3,0.6,,0,0,0,0,-2840,-25,-868,-1,774,1483,26398,25,14745,1
BRO,UmTi,JUNGLE,0,1,8,8,175,128,4,5.9,8891,301,0.162,33,12,14,11,1.12,0.41,0.37,0.47,0.126,9157,535,5845,2777,310,0.196,0.27,0.533,,0,0,0,0,-647,-9,-661,0,325,11641,11953,14,24681,1
BRO,Lava,MID,0,1,11,11,252,9,0,8.5,10446,354,0.191,35,16,12,6,1.18,0.54,0.2,0.41,0.134,7228,752,6476,0,245,0.154,0.37,0.733,,0,0,0,0,-163,-3,656,1,1638,1222,8887,9,11116,1
BRO,Hena,ADC,13,0,1,16.8,356,12,8,12,18111,613,0.331,71,37,21,8,2.4,1.25,0.27,0.71,0.271,16984,13212,1272,2500,575,0.363,0.47,0.933,,1,1,1,0,1405,-6,159,0,14282,4839,4315,4,9739,1
BRO,Delight,SUPPORT,2,2,10,6,28,0,0,0.9,7834,265,0.143,91,55,24,17,3.08,1.86,0.58,0.81,0.347,5792,841,4553,398,196,0.124,0.41,0.8,,0,0,0,0,912,-9,1867,2,1051,3238,9494,12,6633,1
GEN,Rascal,TOP,2,2,2,2,288,11,5,9.7,13098,443,0.258,32,10,11,6,1.08,0.34,0.2,0.37,0.114,10414,8891,1523,0,352,0.243,0.14,0.667,,0,0,0,0,2840,25,868,1,3239,5368,26709,18,16884,0
GEN,Clid,JUNGLE,0,1,4,4,194,95,12,6.6,9482,321,0.187,83,39,20,12,2.81,1.32,0.41,0.68,0.295,5153,515,4566,72,174,0.12,0.14,0.667,,0,0,0,0,647,9,661,0,259,17484,12561,0,25063,0
GEN,Bdd,MID,2,4,3,1.3,254,4,4,8.6,10540,357,0.208,34,15,3,6,1.15,0.51,0.2,0.1,0.121,13156,618,12538,0,445,0.307,0.17,0.833,,0,0,0,0,163,3,-656,-1,136,1296,5839,22,11124,0
GEN,Ruler,ADC,2,4,1,0.8,315,23,0,10.7,11856,401,0.234,58,18,20,2,1.96,0.61,0.07,0.68,0.206,11627,8788,2143,696,393,0.272,0.1,0.5,,0,0,0,0,-1405,6,-159,0,893,4354,8090,0,13087,0
GEN,Life,SUPPORT,0,4,3,0.8,24,0,0,0.8,5745,194,0.113,74,58,7,19,2.5,1.96,0.64,0.24,0.263,2473,584,1669,220,84,0.058,0.1,0.5,,0,0,0,0,-912,9,-1867,-2,0,1238,12237,21,11631,0
GEN,Rascal,TOP,2,1,5,7,276,2,9,8.8,12475,397,0.199,45,12,16,8,1.43,0.38,0.25,0.51,0.156,11041,5508,5533,0,351,0.207,0.22,0.636,,0,0,0,0,406,14,515,1,1338,4074,39191,17,22535,1
GEN,Clid,JUNGLE,5,1,2,7,232,100,33,7.4,13074,416,0.209,102,41,28,9,3.24,1.3,0.29,0.89,0.353,11805,531,10965,309,375,0.222,0.22,0.636,1,0,0,0,0,1463,22,1493,2,3186,19615,19382,2,25324,1
GEN,Bdd,MID,3,0,6,10.8,306,20,11,9.7,13775,438,0.22,31,11,5,5,0.99,0.35,0.16,0.16,0.107,17396,371,16953,72,553,0.327,0.29,0.818,,1,0,0,0,420,0,303,0,3427,2604,8233,11,6230,1
GEN,Ruler,ADC,0,2,7,3.5,362,21,8,11.5,15191,483,0.243,43,20,15,5,1.37,0.64,0.16,0.48,0.149,8372,4267,3209,896,266,0.157,0.22,0.636,,0,0,0,0,1303,30,259,0,8602,3748,9354,1,8253,1
GEN,Life,SUPPORT,1,1,6,7,34,0,0,1.1,8045,256,0.129,68,46,9,14,2.16,1.46,0.45,0.29,0.235,4649,57,4592,0,148,0.087,0.22,0.636,,0,0,0,0,-320,-16,79,0,1189,1316,12514,15,7812,1
BRO,Hoya,TOP,0,2,3,1.5,213,0,0,6.8,8898,283,0.184,27,16,5,10,0.86,0.51,0.32,0.16,0.126,6501,4323,2178,0,207,0.236,0.1,0.6,,0,0,0,0,-406,-14,-515,-1,0,505,32554,34,16874,0
BRO,UmTi,JUNGLE,0,3,5,1.7,144,92,0,4.6,8114,258,0.167,46,17,17,17,1.46,0.54,0.54,0.54,0.214,1873,936,593,344,60,0.068,0.16,1,,0,0,0,0,-1463,-22,-1493,-2,0,8141,31891,21,23405,0
BRO,Lava,MID,2,1,2,4,310,12,0,9.9,12517,398,0.258,17,9,6,1,0.54,0.29,0.03,0.19,0.079,8017,550,7392,75,255,0.29,0.13,0.8,,0,0,0,0,-420,0,-303,0,18,24,9265,15,9358,0
BRO,Hena,ADC,2,3,3,1.7,298,20,0,9.5,12476,397,0.257,41,24,16,3,1.3,0.76,0.1,0.51,0.191,7932,6443,484,1005,252,0.287,0.16,1,,0,0,0,0,-1303,-30,-259,0,6224,3565,5233,1,11630,0
BRO,Delight,SUPPORT,1,2,4,2.5,46,0,0,1.5,6464,206,0.133,84,58,13,17,2.67,1.84,0.54,0.41,0.391,3280,392,2522,366,104,0.119,0.16,1,,0,0,0,0,320,16,-79,0,0,6332,13817,21,11121,0
AF,Kiin,TOP,4,1,6,10,220,1,0,8.2,10668,395,0.202,29,13,4,4,1.07,0.48,0.15,0.15,0.124,13700,2516,11184,0,508,0.251,0.37,0.588,,1,0,0,0,622,-7,-21,0,1463,10915,29214,27,20073,1
AF,Dread,JUNGLE,2,0,13,18,225,98,16,8.3,11701,434,0.221,56,22,11,5,2.08,0.82,0.19,0.41,0.24,17408,1049,12168,4191,645,0.318,0.56,0.882,,1,0,0,0,153,3,414,1,1192,11180,17300,18,19965,1
AF,Fly,MID,1,1,10,11,209,0,0,7.7,10153,376,0.192,37,12,12,6,1.37,0.44,0.22,0.44,0.159,4873,2207,2666,0,181,0.089,0.41,0.647,,0,0,0,0,-273,-22,-20,0,2383,3354,30002,15,14768,1
AF,Bang,ADC,6,2,5,5.5,247,13,4,9.2,12479,462,0.236,45,22,13,4,1.67,0.82,0.15,0.48,0.193,13252,10286,1057,1909,491,0.242,0.41,0.647,,0,1,0,0,546,-7,288,0,7294,4164,5803,4,9367,1
AF,Lehends,SUPPORT,4,0,12,19.2,34,0,0,1.3,7883,292,0.149,66,44,8,16,2.45,1.63,0.59,0.3,0.283,5447,727,4326,394,202,0.1,0.59,0.941,,0,0,0,0,332,-4,665,0,639,2548,9652,16,6910,1
KT Rolster,Doran,TOP,0,3,4,1.3,202,0,0,7.5,8300,308,0.197,23,12,8,4,0.85,0.44,0.15,0.3,0.102,14353,14185,168,0,532,0.334,0.15,1,,0,0,0,0,-622,7,21,0,0,5658,24819,12,34506,0
KT Rolster,GIDEON,JUNGLE,3,4,0,0.8,200,130,20,7.4,9794,363,0.233,62,19,17,4,2.3,0.7,0.15,0.63,0.274,4683,3910,413,360,174,0.109,0.11,0.75,,0,0,0,0,-153,-3,-414,-1,0,14461,13604,3,25251,0
KT Rolster,Dove,MID,0,3,2,0.7,251,8,0,9.3,9139,339,0.217,22,12,5,5,0.82,0.44,0.19,0.19,0.097,12320,1338,10982,0,457,0.287,0.07,0.5,,0,0,0,0,273,22,20,0,379,42,3122,31,7409,0
KT Rolster,HyBrid,ADC,1,4,2,0.8,242,15,0,9,9418,349,0.224,38,19,11,3,1.41,0.7,0.11,0.41,0.168,9491,6521,1709,1261,352,0.221,0.11,0.75,,0,0,0,0,-546,7,-288,0,539,2228,5508,2,10316,0
KT Rolster,Zzus,SUPPORT,0,3,2,0.7,35,0,0,1.3,5467,203,0.13,81,52,16,17,3,1.93,0.63,0.59,0.358,2132,294,1508,330,79,0.05,0.07,0.5,,0,0,0,0,-332,4,-665,0,0,313,6566,15,6943,0
KT Rolster,Doran,TOP,1,3,1,0.7,269,5,1,9.1,10623,357,0.226,39,16,11,8,1.31,0.54,0.27,0.37,0.173,8223,7150,1073,0,277,0.267,0.07,0.333,1,0,0,0,0,-632,3,-288,0,905,4546,13396,15,17371,0
KT Rolster,GIDEON,JUNGLE,2,3,2,1.3,167,99,5,5.6,8994,303,0.191,44,9,14,9,1.48,0.3,0.3,0.47,0.195,4708,4019,308,381,158,0.153,0.13,0.667,,1,0,0,0,121,-8,118,0,311,5670,9152,4,15342,0
KT Rolster,Ucal,MID,1,0,4,6,303,8,0,10.2,11109,374,0.236,39,18,14,11,1.31,0.61,0.37,0.47,0.173,9318,1241,7565,512,314,0.303,0.17,0.833,,0,0,0,0,453,31,1064,1,563,2742,5386,20,9083,0
KT Rolster,HyBrid,ADC,2,2,3,2.5,234,9,0,7.9,10279,346,0.219,35,11,13,4,1.18,0.37,0.13,0.44,0.155,6708,6118,394,196,226,0.218,0.17,0.833,,0,0,0,0,-2496,-42,-1603,-1,905,3385,7909,3,13554,0
KT Rolster,Zzus,SUPPORT,0,4,3,0.8,38,0,0,1.3,5990,202,0.127,69,47,15,20,2.32,1.58,0.67,0.5,0.305,1806,163,1437,206,61,0.059,0.1,0.5,,0,0,0,0,-254,-4,-284,-1,0,3992,11366,16,12741,0
AF,Kiin,TOP,4,0,5,10.8,299,31,5,10.1,14005,471,0.237,28,11,2,6,0.94,0.37,0.2,0.07,0.108,9522,6683,2615,224,320,0.2,0.3,0.75,,0,0,0,0,632,-3,288,0,5272,6271,15389,8,18084,1
AF,Dread,JUNGLE,2,2,8,5,197,86,35,6.6,11395,383,0.193,66,12,24,11,2.22,0.4,0.37,0.81,0.254,10450,750,9548,152,352,0.219,0.34,0.833,,0,0,0,0,-121,8,-118,0,2653,17429,12844,0,24723,1
AF,Fly,MID,2,1,6,8,271,1,9,9.1,12461,419,0.211,26,14,3,6,0.87,0.47,0.2,0.1,0.1,11818,663,11098,57,398,0.248,0.27,0.667,,0,0,0,0,-453,-31,-1064,-1,4145,1445,3024,14,6213,1
AF,Bang,ADC,4,0,4,9.6,301,8,6,10.1,14323,482,0.243,70,37,18,6,2.36,1.25,0.2,0.61,0.269,12041,8089,2944,1008,405,0.252,0.27,0.667,,1,0,0,0,2496,42,1603,1,7985,3748,5320,2,6960,1
AF,Lehends,SUPPORT,0,3,5,1.7,28,0,1,0.9,6806,229,0.115,70,57,4,21,2.36,1.92,0.71,0.13,0.269,3893,0,3589,304,131,0.082,0.17,0.417,,0,0,0,0,254,4,284,1,349,755,12394,20,10735,1
DRX,kingen,TOP,4,5,7,2.2,308,1,8,8,16341,424,0.236,32,11,8,7,0.83,0.29,0.18,0.21,0.107,17778,15143,2523,112,461,0.201,0.29,0.786,0,0,0,0,0,629,16,132,0,9149,13216,50695,31,49846,0
DRX,Pyosik,JUNGLE,3,2,7,5,301,168,22,7.8,15405,400,0.223,94,33,24,8,2.44,0.86,0.21,0.62,0.315,21923,835,20357,731,569,0.248,0.26,0.714,0,0,0,0,0,706,31,1514,1,3594,33236,26069,1,43983,0
DRX,SOLKA,MID,2,1,7,9,298,25,0,7.7,14466,375,0.209,49,19,7,6,1.27,0.49,0.16,0.18,0.164,24271,859,22916,496,630,0.275,0.23,0.643,0,0,0,0,0,-1774,-34,-578,0,2667,3403,16573,31,22477,0
DRX,BAO,ADC,2,4,6,2,230,0,0,6,12083,314,0.175,39,14,10,7,1.01,0.36,0.18,0.26,0.131,8804,571,8207,26,228,0.1,0.21,0.571,0,0,0,0,0,-714,-27,-284,0,845,10216,48284,26,34880,0
DRX,Becca,SUPPORT,3,3,8,3.7,67,4,0,1.7,10890,283,0.157,84,50,15,11,2.18,1.3,0.29,0.39,0.282,15541,14027,0,1514,403,0.176,0.29,0.786,0,0,0,0,0,394,-10,781,1,2711,19730,8913,39,19077,0
HLE,Morgan,TOP,2,4,10,3,236,5,0,6.1,13338,346,0.177,49,14,8,7,1.27,0.36,0.18,0.21,0.157,18371,1504,15522,1345,477,0.141,0.31,0.8,0,1,0,0,0,-629,-16,-132,0,2024,18952,49728,43,36193,1
HLE,yoHan,JUNGLE,2,4,6,2,250,163,0,6.5,13533,351,0.18,41,19,8,9,1.06,0.49,0.23,0.21,0.131,34833,119,32420,2294,904,0.268,0.21,0.533,0,0,0,0,0,-706,-31,-1514,-1,328,16665,14445,25,34177,1
HLE,Chovy,MID,7,2,6,6.5,445,7,18,11.5,21574,560,0.286,51,14,19,2,1.32,0.36,0.05,0.49,0.163,42068,36099,5679,290,1092,0.324,0.34,0.867,0,1,0,1,0,1774,34,578,0,12202,4442,13927,2,23354,1
HLE,Deft,ADC,4,3,6,3.3,391,25,4,10.1,18045,468,0.24,62,30,12,4,1.61,0.78,0.1,0.31,0.198,26970,18897,5968,2105,700,0.208,0.26,0.667,0,2,0,0,0,714,27,284,0,5005,7834,10645,3,18920,1
HLE,Vsta,SUPPORT,0,1,10,10,34,0,0,0.9,8832,229,0.117,110,71,15,19,2.85,1.84,0.49,0.39,0.351,7718,1188,6410,120,200,0.059,0.26,0.667,0,0,0,0,0,-394,10,-781,-1,0,3683,15790,30,18071,1
HLE,Morgan,TOP,1,2,7,4,190,1,0,6.5,9379,321,0.159,26,14,4,9,0.89,0.48,0.31,0.14,0.093,11020,2339,8681,0,377,0.213,0.27,0.471,0,0,0,0,0,-1959,-35,-796,-1,1824,251,32005,27,11244,1
HLE,yoHan,JUNGLE,1,3,8,3,189,104,7,6.5,10873,372,0.184,39,9,11,9,1.33,0.31,0.31,0.38,0.139,6794,2451,3789,554,233,0.131,0.31,0.529,0,0,0,0,0,-35,1,-227,0,1839,14086,33545,19,27752,1
HLE,Chovy,MID,2,0,9,13.2,300,7,8,10.3,13687,468,0.231,44,10,16,6,1.51,0.34,0.21,0.55,0.157,9747,8365,1356,26,334,0.189,0.38,0.647,0,0,0,0,0,918,21,423,0,6200,6853,24780,12,19510,1
HLE,Deft,ADC,9,1,5,14,282,16,0,9.7,15398,527,0.26,65,26,8,6,2.22,0.89,0.21,0.27,0.232,18537,12986,5080,471,634,0.359,0.48,0.824,0,1,1,0,0,528,2,708,1,3022,5111,10295,2,11170,1
HLE,Vsta,SUPPORT,4,3,8,4,31,0,0,1.1,9825,336,0.166,106,63,12,16,3.63,2.16,0.55,0.41,0.379,5577,4471,0,1106,191,0.108,0.41,0.706,0,1,0,0,0,514,-2,-637,-1,594,3488,8715,18,11592,1
DRX,kingen,TOP,4,2,2,3,270,17,0,9.2,12399,424,0.257,26,14,5,5,0.89,0.48,0.17,0.17,0.149,13395,9873,3292,230,458,0.246,0.21,0.667,0,0,0,0,0,1959,35,796,1,5054,5229,10556,8,12991,0
DRX,Pyosik,JUNGLE,0,4,5,1.3,155,83,16,5.3,8543,292,0.177,43,10,15,9,1.47,0.34,0.31,0.51,0.247,5280,2398,2062,820,181,0.097,0.17,0.556,0,0,0,0,0,35,-1,227,0,156,7134,32558,26,21291,0
DRX,SOLKA,MID,2,5,5,1.4,223,9,0,7.6,9519,326,0.197,18,12,2,3,0.62,0.41,0.1,0.07,0.103,15891,3169,12722,0,544,0.292,0.24,0.778,0,0,0,0,0,-918,-21,-423,0,0,0,6273,21,12344,0
DRX,BAO,ADC,3,4,3,1.5,260,26,0,8.9,11721,401,0.243,27,10,12,1,0.92,0.34,0.03,0.41,0.155,17340,14947,539,1854,593,0.319,0.21,0.667,0,1,0,0,0,-528,-2,-708,-1,4623,3634,11925,14,12504,0
DRX,Becca,SUPPORT,0,2,6,3,32,0,0,1.1,6033,206,0.125,60,46,9,15,2.05,1.57,0.51,0.31,0.345,2524,375,2149,0,86,0.046,0.21,0.667,0,0,0,0,0,-514,2,637,1,41,341,6410,22,8156,0
T1,Zeus,TOP,3,4,1,1,249,5,5,8.7,11230,392,0.239,29,9,7,2,1.01,0.31,0.07,0.24,0.191,8586,4804,192,3590,300,0.187,0.14,0.5,,1,0,0,0,1156,28,843,1,4588,5335,13785,15,18372,0
T1,Oner,JUNGLE,2,3,5,2.3,189,125,3,6.6,9499,332,0.202,27,9,8,8,0.94,0.31,0.28,0.28,0.178,8536,500,6184,1852,298,0.186,0.24,0.875,,0,0,0,0,-872,-12,-578,0,115,8836,11729,14,25280,0
T1,Clozer,MID,2,5,6,1.6,250,4,0,8.7,10400,363,0.221,29,14,6,8,1.01,0.49,0.28,0.21,0.191,8691,4683,4008,0,304,0.189,0.28,1,,0,0,0,0,-85,14,124,0,0,4415,12148,9,20881,0
T1,Teddy,ADC,1,3,4,1.7,262,24,0,9.2,10219,357,0.217,25,11,6,3,0.87,0.38,0.1,0.21,0.164,12569,10729,902,938,439,0.273,0.17,0.625,,0,0,0,0,-434,29,-484,-1,356,1856,7482,0,15711,0
T1,Keria,SUPPORT,0,3,8,2.7,6,4,0,0.2,5674,198,0.121,42,41,0,14,1.47,1.43,0.49,0,0.276,7597,730,6867,0,265,0.165,0.28,1,,0,0,0,0,-2143,-13,-215,-1,0,7619,2829,14,4950,0
DWG KIA,Khan,TOP,3,1,6,9,207,4,0,7.2,10353,362,0.187,37,16,5,9,1.29,0.56,0.31,0.17,0.142,9269,5300,3773,196,324,0.164,0.31,0.5,,0,0,0,0,-1156,-28,-843,-1,1273,325,29501,21,13036,1
DWG KIA,Canyon,JUNGLE,2,3,6,2.7,225,127,3,7.9,10974,383,0.198,72,27,15,9,2.51,0.94,0.31,0.52,0.276,12248,10188,1334,726,428,0.216,0.28,0.444,,0,0,0,0,872,12,578,0,332,17607,14593,7,27959,1
DWG KIA,ShowMaker,MID,5,1,7,12,244,21,0,8.5,12569,439,0.227,46,16,7,7,1.61,0.56,0.24,0.24,0.176,15976,917,14927,132,558,0.282,0.42,0.667,1,0,0,0,0,85,-14,-124,0,6117,942,9824,13,7380,1
DWG KIA,BeryL,ADC,3,2,9,6,189,0,0,6.6,10954,383,0.198,18,6,2,6,0.63,0.21,0.21,0.07,0.069,8619,1576,6491,552,301,0.152,0.42,0.667,,0,0,0,0,434,-29,484,1,1748,5383,23797,28,18826,1
DWG KIA,Ghost,SUPPORT,5,1,9,14,39,0,4,1.4,10543,368,0.19,88,43,12,10,3.07,1.5,0.35,0.42,0.337,10541,10345,0,196,368,0.186,0.49,0.778,,1,0,0,0,2143,13,215,1,4966,9633,4798,31,8748,1
DWG KIA,Khan,TOP,2,4,2,1,227,2,0,7.2,10160,322,0.202,20,9,1,5,0.63,0.28,0.16,0.03,0.08,15624,9661,5963,0,495,0.254,0.13,0.444,,1,0,0,0,96,-7,222,1,0,2495,66927,40,35978,0
DWG KIA,Canyon,JUNGLE,4,5,3,1.4,226,150,4,7.2,11806,374,0.235,75,31,19,10,2.37,0.98,0.32,0.6,0.301,13600,10848,1700,1052,431,0.221,0.22,0.778,,0,0,0,0,-2708,-33,-1524,-1,169,15500,14891,8,27201,0
DWG KIA,ShowMaker,MID,1,4,3,1,244,13,0,7.7,10060,319,0.2,24,12,4,2,0.76,0.38,0.06,0.13,0.096,9238,903,8335,0,292,0.15,0.13,0.444,,0,0,0,0,-554,-3,-504,-1,1701,2607,7739,20,13431,0
DWG KIA,Ghost,ADC,2,4,4,1.5,268,12,0,8.5,11693,370,0.232,49,18,14,8,1.55,0.57,0.25,0.44,0.197,16588,11134,5454,0,525,0.269,0.19,0.667,,1,0,0,0,955,35,150,0,2924,3194,7427,0,16137,0
DWG KIA,BeryL,SUPPORT,0,7,7,1,18,1,0,0.6,6609,209,0.131,81,47,10,15,2.56,1.49,0.47,0.32,0.325,6563,943,4916,704,208,0.107,0.22,0.778,,0,0,0,0,-934,-12,-394,-1,330,2415,9135,22,13805,0
T1,Zeus,TOP,3,3,5,2.7,282,16,4,8.9,12730,403,0.197,28,10,6,3,0.89,0.32,0.09,0.19,0.118,14268,8541,971,4756,452,0.178,0.25,0.333,,0,0,0,0,-96,7,-222,-1,5595,9032,21176,21,25492,1
T1,Oner,JUNGLE,8,0,14,26.4,250,130,12,7.9,14801,469,0.229,51,7,19,6,1.61,0.22,0.19,0.6,0.214,18478,1170,12397,4911,585,0.231,0.7,0.917,,1,0,0,0,2708,33,1524,1,2099,15215,14910,35,27812,1
T1,Clozer,MID,8,3,9,5.7,293,19,4,9.3,15343,486,0.237,49,13,6,4,1.55,0.41,0.13,0.19,0.206,19884,18608,900,376,630,0.248,0.54,0.708,,1,0,0,0,554,3,504,1,5120,3225,11993,5,18776,1
T1,Keria,ADC,2,1,19,21,147,0,0,4.7,10785,341,0.167,32,19,5,11,1.01,0.6,0.35,0.16,0.134,9006,2630,5456,920,285,0.112,0.66,0.875,,1,0,0,0,-955,-35,-150,0,401,3128,33813,58,17699,1
T1,Teddy,SUPPORT,3,2,17,10,85,7,0,2.7,11065,350,0.171,78,50,18,10,2.47,1.58,0.32,0.57,0.328,18454,16542,230,1682,584,0.23,0.63,0.833,,0,0,0,0,934,12,394,1,2784,11734,4977,42,10731,1
T1,Zeus,TOP,4,4,3,1.8,171,0,1,6.8,9685,383,0.223,20,8,6,4,0.79,0.32,0.16,0.24,0.129,8564,6332,609,1623,338,0.205,0.28,0.7,,0,0,0,0,-8,-3,673,0,6396,1526,11732,11,17258,0
T1,Oner,JUNGLE,2,4,7,2.3,184,103,8,7.3,9326,369,0.214,27,5,10,3,1.07,0.2,0.12,0.4,0.174,10181,8592,891,698,402,0.244,0.36,0.9,,0,0,0,0,37,-5,-757,0,1388,5731,8313,11,15531,0
T1,Clozer,MID,0,4,5,1.3,232,5,0,9.2,9466,374,0.217,26,11,4,3,1.03,0.43,0.12,0.16,0.168,9687,146,9427,114,383,0.232,0.2,0.5,,0,0,0,0,55,14,150,1,2991,1038,5927,14,12542,0
T1,Teddy,ADC,2,3,2,1.3,201,12,0,7.9,9371,370,0.215,23,14,4,8,0.91,0.55,0.32,0.16,0.148,9238,8175,1063,0,365,0.222,0.16,0.4,,0,0,0,0,-1212,-15,-1293,-1,778,3410,8175,0,14716,0
